symbol,name,security
LSXMK,Liberty Media Corporation,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock
LTBR,Lightbridge Corporation,Lightbridge Corporation - Common Stock
LTRPA,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock"
LTRPB,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock"
LTRX,"Lantronix, Inc.","Lantronix, Inc. - Common Stock"
LTXB,"LegacyTexas Financial Group, Inc.","LegacyTexas Financial Group, Inc. - Common Stock"
LULU,lululemon athletica inc.,lululemon athletica inc. - Common Stock
LUNA,Luna Innovations Incorporated,Luna Innovations Incorporated - Common Stock
LVHD,Legg Mason Low Volatility High Dividend ETF,Legg Mason Low Volatility High Dividend ETF
LWAY,"Lifeway Foods, Inc.","Lifeway Foods, Inc. - Common Stock"
LX,LexinFintech Holdings Ltd.,LexinFintech Holdings Ltd. - American Depositary Shares
LXRX,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc. - Common Stock"
LYL,Dragon Victory International Limited,Dragon Victory International Limited - Ordinary Shares
LYTS,LSI Industries Inc.,LSI Industries Inc. - Common Stock
MACK,"Merrimack Pharmaceuticals, Inc.","Merrimack Pharmaceuticals, Inc. - Common Stock"
MAGS,Magal Security Systems Ltd.,Magal Security Systems Ltd. - Ordinary Shares
MAMS,"MAM Software Group, Inc.","MAM Software Group, Inc. - Common Stock"
MANH,"Manhattan Associates, Inc.","Manhattan Associates, Inc. - Common Stock"
MANT,ManTech International Corporation,ManTech International Corporation - Class A Common Stock
MAR,Marriott International,Marriott International - Class A Common Stock
MARA,"Marathon Patent Group, Inc.","Marathon Patent Group, Inc. - Common Stock"
MARK,"Remark Holdings, Inc.","Remark Holdings, Inc. - Common Stock"
MARPS,Marine Petroleum Trust,Marine Petroleum Trust - Units of Beneficial Interest
MASI,Masimo Corporation,Masimo Corporation - Common Stock
MAT,"Mattel, Inc.","Mattel, Inc. - Common Stock"
MATW,Matthews International Corporation,Matthews International Corporation - Class A Common Stock
MAYS,"J. W. Mays, Inc.","J. W. Mays, Inc. - Common Stock"
MB,"MINDBODY, Inc.","MINDBODY, Inc. - Class A Common Stock"
MBB,iShares MBS ETF,iShares MBS ETF
MBCN,Middlefield Banc Corp.,Middlefield Banc Corp. - Common Stock
MBFI,MB Financial Inc.,MB Financial Inc. - Common Stock
MBFIO,MB Financial Inc.,"MB Financial Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.000% Noncumulative Perpetual Preferred Stock, Series C"
MBII,"Marrone Bio Innovations, Inc.","Marrone Bio Innovations, Inc. - Common Stock"
MBIN,Merchants Bancorp,Merchants Bancorp - Common Stock
MBIO,"Mustang Bio, Inc.","Mustang Bio, Inc. - Common Stock"
MBNAA,Mercantil Bank Holding Corporation,Mercantil Bank Holding Corporation - Class A Common Stock
MBNAB,Mercantil Bank Holding Corporation,Mercantil Bank Holding Corporation - Class B Common Stock
MBOT,"Microbot Medical Inc. ",Microbot Medical Inc.  - Common Stock
MBRX,"Moleculin Biotech, Inc.","Moleculin Biotech, Inc. - Common Stock"
MBSD,FlexShares Disciplined Duration MBS Index Fund,FlexShares Disciplined Duration MBS Index Fund
MBTF,M B T Financial Corp,M B T Financial Corp - Common Stock
MBUU,"Malibu Boats, Inc.","Malibu Boats, Inc. - Common Stock"
MBWM,Mercantile Bank Corporation,Mercantile Bank Corporation - Common Stock
MCBC,Macatawa Bank Corporation,Macatawa Bank Corporation - Common Stock
MCEF,First Trust Municipal CEF Income Opportunity ETF,First Trust Municipal CEF Income Opportunity ETF
MCEP,Mid,"Mid-Con Energy Partners, LP - Common Units"
MCFT,"MCBC Holdings, Inc.","MCBC Holdings, Inc. - Common Stock"
MCHI,iShares MSCI China ETF,iShares MSCI China ETF
MCHP,Microchip Technology Incorporated,Microchip Technology Incorporated - Common Stock
MCHX,"Marchex, Inc.","Marchex, Inc. - Class B Common Stock"
MCRB,"Seres Therapeutics, Inc.","Seres Therapeutics, Inc. - Common Stock"
MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc. - Common Stock"
MDB,"MongoDB, Inc.","MongoDB, Inc. - Class A Common Stock"
MDCA,MDC Partners Inc.,MDC Partners Inc. - Class A Subordinate Voting Shares
MDCO,The Medicines Company,The Medicines Company - Common Stock
MDGL,"Madrigal Pharmaceuticals, Inc.","Madrigal Pharmaceuticals, Inc. - Common Stock"
MDGS,Medigus Ltd.,Medigus Ltd. - American Depositary Share
MDGSW,Medigus Ltd.,Medigus Ltd. - Series C Warrant
MDIV,First Trust Multi,First Trust Multi-Asset Diversified Income Index Fund
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc. - Class A Common Stock"
MDRX,"Allscripts Healthcare Solutions, Inc.","Allscripts Healthcare Solutions, Inc. - common stock"
MDSO,"Medidata Solutions, Inc.","Medidata Solutions, Inc. - Common Stock"
MDWD,MediWound Ltd.,MediWound Ltd. - Ordinary Shares
MDXG,"MiMedx Group, Inc","MiMedx Group, Inc - Common Stock"
MEDP,"Medpace Holdings, Inc.","Medpace Holdings, Inc. - Common Stock"
MEET,"The Meet Group, Inc.","The Meet Group, Inc. - Common Stock"
MEIP,"MEI Pharma, Inc.","MEI Pharma, Inc. - Common Stock"
MELI,"MercadoLibre, Inc.","MercadoLibre, Inc. - Common Stock"
MELR,"Melrose Bancorp, Inc.","Melrose Bancorp, Inc. - Common Stock"
MEOH,Methanex Corporation,Methanex Corporation - Common Stock
MERC,Mercer International Inc.,Mercer International Inc. - Common Stock
MESA,"Mesa Air Group, Inc.","Mesa Air Group, Inc. - Common Stock"
MESO,Mesoblast Limited,Mesoblast Limited - American Depositary Shares
METC,"Ramaco Resources, Inc.","Ramaco Resources, Inc. - Common Stock"
MFIN,Medallion Financial Corp.,Medallion Financial Corp. - Common Stock
MFINL,Medallion Financial Corp.,Medallion Financial Corp. - 9.000% Notes due 2021
MFNC,Mackinac Financial Corporation,Mackinac Financial Corporation - Common Stock
MFSF,MutualFirst Financial Inc.,MutualFirst Financial Inc. - Common Stock
MGEE,MGE Energy Inc.,MGE Energy Inc. - Common Stock
MGEN,"Miragen Therapeutics, Inc.","Miragen Therapeutics, Inc. - Common Stock"
MGI,"Moneygram International, Inc.","Moneygram International, Inc. - Common Stock"
MGIC,Magic Software Enterprises Ltd.,Magic Software Enterprises Ltd. - Ordinary Shares
MGLN,"Magellan Health, Inc.","Magellan Health, Inc. - Common Stock"
MGNX,"MacroGenics, Inc.","MacroGenics, Inc. - Common Stock"
MGPI,"MGP Ingredients, Inc.","MGP Ingredients, Inc. - Common Stock"
MGRC,McGrath RentCorp,McGrath RentCorp - Common Stock
MGTA,"Magenta Therapeutics, Inc.","Magenta Therapeutics, Inc. - Common Stock"
MGTX,MeiraGTx Holdings plc,MeiraGTx Holdings plc - Ordinary Shares
MGYR,"Magyar Bancorp, Inc.","Magyar Bancorp, Inc. - Common Stock"
MHLD,"Maiden Holdings, Ltd.","Maiden Holdings, Ltd. - Common Stock"
MICT,"MICT, Inc.","MICT, Inc. - Common Stock"
MIDD,The Middleby Corporation,The Middleby Corporation - Common Stock
MIK,"The Michaels Companies, Inc.","The Michaels Companies, Inc. - Common Stock"
MILN,Global X Millennials Thematic ETF,Global X Millennials Thematic ETF
MIME,Mimecast Limited,Mimecast Limited - Ordinary Shares
MIND,"Mitcham Industries, Inc.","Mitcham Industries, Inc. - Common Stock"
MINDP,"Mitcham Industries, Inc.","Mitcham Industries, Inc. - Series A 9.00% Series A Cumulative Preferred Stock"
MINI,"Mobile Mini, Inc.","Mobile Mini, Inc. - Common Stock"
MITK,"Mitek Systems, Inc.","Mitek Systems, Inc. - Common Stock"
MITL,Mitel Networks Corporation,Mitel Networks Corporation - Common Shares
MKGI,"Monaker Group, Inc.","Monaker Group, Inc. - Common Stock"
MKSI,"MKS Instruments, Inc.","MKS Instruments, Inc. - Common Stock"
MKTX,"MarketAxess Holdings, Inc.","MarketAxess Holdings, Inc. - Common Stock"
MLAB,"Mesa Laboratories, Inc.","Mesa Laboratories, Inc. - Common Stock"
MLCO,Melco Resorts & Entertainment Limited,"Melco Resorts & Entertainment Limited - American Depositary Shares "
MLHR,"Herman Miller, Inc.","Herman Miller, Inc. - Common Stock"
MLNT,"Melinta Therapeutics, Inc.","Melinta Therapeutics, Inc. - Common Stock"
MLNX,"Mellanox Technologies, Ltd.","Mellanox Technologies, Ltd. - Ordinary Shares"
MLVF,"Malvern Bancorp, Inc.","Malvern Bancorp, Inc. - Common Stock"
MMAC,"MMA Capital Management, LLC","MMA Capital Management, LLC - Common Stock"
MMDM,Modern Media Acquisition Corp.,Modern Media Acquisition Corp. - Common Stock
MMDMR,Modern Media Acquisition Corp.,Modern Media Acquisition Corp. - Right
MMDMU,Modern Media Acquisition Corp.,Modern Media Acquisition Corp. - Unit
MMDMW,Modern Media Acquisition Corp.,Modern Media Acquisition Corp. - Warrant
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests
MMSI,"Merit Medical Systems, Inc.","Merit Medical Systems, Inc. - Common Stock"
MMYT,MakeMyTrip Limited,MakeMyTrip Limited - Ordinary Shares
MNDO,MIND C.T.I. Ltd.,MIND C.T.I. Ltd. - Ordinary Shares
MNGA,MagneGas Corporation,MagneGas Corporation - Common Stcok
MNKD,MannKind Corporation,MannKind Corporation - Common Stock
MNLO,Menlo Therapeutics Inc.,Menlo Therapeutics Inc. - Common Stock
MNOV,"MediciNova, Inc.","MediciNova, Inc. - Common Stock"
MNRO,"Monro, Inc.","Monro, Inc.  - Common Stock"
MNST,Monster Beverage Corporation,Monster Beverage Corporation - Common Stock
MNTA,"Momenta Pharmaceuticals, Inc.","Momenta Pharmaceuticals, Inc. - Common Stock"
MNTX,"Manitex International, Inc.","Manitex International, Inc. - common stock"
MOBL,"MobileIron, Inc.","MobileIron, Inc. - Common Stock"
MOFG,"MidWestOne Financial Group, Inc.","MidWestOne Financial Group, Inc. - Common Stock"
MOGLC,Gabelli NextShares Trust,Gabelli NextShares Trust - Gabelli Media Mogul NextShares
MOGO,Mogo Finance Technology Inc.,Mogo Finance Technology Inc. - Common Share
MOMO,Momo Inc.,Momo Inc. - American Depositary Shares
MOR,MorphoSys AG,MorphoSys AG - American Depositary Shares
MORN,"Morningstar, Inc.","Morningstar, Inc. - Common Stock"
MOSY,"MoSys, Inc.","MoSys, Inc. - Common Stock"
MOTS,"Motus GI Holdings, Inc.","Motus GI Holdings, Inc. - Common Stock"
MOXC,"Moxian, Inc.","Moxian, Inc. - Common Stock"
MPAA,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. - Common Stock"
MPAC,Matlin & Partners Acquisition Corporation,Matlin & Partners Acquisition Corporation - Class A Common Stock
MPACU,Matlin & Partners Acquisition Corporation,Matlin & Partners Acquisition Corporation - Unit
MPACW,Matlin & Partners Acquisition Corporation,Matlin & Partners Acquisition Corporation - Warrants
MPB,Mid Penn Bancorp,Mid Penn Bancorp - Common Stock
MPCT,iShares MSCI Global Impact ETF,iShares MSCI Global Impact ETF
MPVD,Mountain Province Diamonds Inc.,Mountain Province Diamonds Inc. - Common Stock
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. - Common Stock"
MRAM,"Everspin Technologies, Inc.","Everspin Technologies, Inc. - Common Stock"
MRBK,Meridian Bank,Meridian Bank - Common Stock
MRCC,Monroe Capital Corporation,Monroe Capital Corporation - Common Stock
MRCY,Mercury Systems Inc,Mercury Systems Inc - Common Stock
MRIN,Marin Software Incorporated,Marin Software Incorporated - Common Stock
MRLN,Marlin Business Services Corp.,Marlin Business Services Corp. - Common Stock
MRNS,"Marinus Pharmaceuticals, Inc.","Marinus Pharmaceuticals, Inc. - Common Stock"
MRSN,"Mersana Therapeutics, Inc.","Mersana Therapeutics, Inc. - Common Stock"
MRTN,"Marten Transport, Ltd.","Marten Transport, Ltd. - Common Stock"
MRTX,"Mirati Therapeutics, Inc.","Mirati Therapeutics, Inc. - Common Stock"
MRUS,Merus N.V.,Merus N.V. - Common Shares
MRVL,Marvell Technology Group Ltd.,Marvell Technology Group Ltd. - Common Stock
MSBF,MSB Financial Corp.,MSB Financial Corp. - Common Stock
MSBI,"Midland States Bancorp, Inc.","Midland States Bancorp, Inc. - Common Stock"
MSEX,Middlesex Water Company,Middlesex Water Company - Common Stock
MSFT,Microsoft Corporation,Microsoft Corporation - Common Stock
MSON,"MISONIX, Inc.","MISONIX, Inc. - Common Stock"
MSTR,MicroStrategy Incorporated,MicroStrategy Incorporated - Class A Common Stock
MSVB,Mid,"Mid-Southern Bancorp, Inc. - Common Stock"
MTBC,"Medical Transcription Billing, Corp.","Medical Transcription Billing, Corp. - Common Stock"
MTBCP,"Medical Transcription Billing, Corp.","Medical Transcription Billing, Corp. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock"
MTCH,"Match Group, Inc.","Match Group, Inc. - Common Stock"
MTEC,MTech Acquisition Corp.,MTech Acquisition Corp. - Class A Common Stock
MTECU,MTech Acquisition Corp.,MTech Acquisition Corp. - Unit
MTECW,MTech Acquisition Corp.,MTech Acquisition Corp. - Warrant
MTEM,"Molecular Templates, Inc.","Molecular Templates, Inc. - Common Stock"
MTEX,"Mannatech, Incorporated","Mannatech, Incorporated - Common Stock"
MTFB,Motif Bio plc,Motif Bio plc - ADR
MTFBW,Motif Bio plc,Motif Bio plc - Warrant
MTGE,MTGE Investment Corp.,MTGE Investment Corp. - Common Stock
MTGEP,MTGE Investment Corp.,MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock
MTLS,Materialise NV,Materialise NV - American Depositary Shares
MTP,Midatech Pharma PLC,Midatech Pharma PLC - American Depositary Shares
MTRX,Matrix Service Company,Matrix Service Company - Common Stock
MTSC,MTS Systems Corporation,MTS Systems Corporation - Common Stock
MTSI,"MACOM Technology Solutions Holdings, Inc.","MACOM Technology Solutions Holdings, Inc. - Common Stock"
MTSL,MER Telemanagement Solutions Ltd.,MER Telemanagement Solutions Ltd. - Ordinary Shares
MU,"Micron Technology, Inc.","Micron Technology, Inc. - Common Stock"
MUDS,Mudrick Capital Acquisition Corporation,Mudrick Capital Acquisition Corporation - Class A Common Stock
MUDSU,Mudrick Capital Acquisition Corporation,Mudrick Capital Acquisition Corporation - Unit
MUDSW,Mudrick Capital Acquisition Corporation,Mudrick Capital Acquisition Corporation - Warrant
MVBF,MVB Financial Corp.,MVB Financial Corp. - Common Stock
MVIS,"Microvision, Inc.","Microvision, Inc. - Common Stock"
MXIM,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc. - Common Stock"
MXWL,"Maxwell Technologies, Inc.","Maxwell Technologies, Inc. - Common Stock"
MYFW,"First Western Financial, Inc.","First Western Financial, Inc. - Common Stock"
MYGN,"Myriad Genetics, Inc.","Myriad Genetics, Inc. - Common Stock"
MYL,Mylan N.V.,Mylan N.V. - Common Stock
MYND,"MYnd Analytics, Inc.","MYnd Analytics, Inc. - Common Stock"
MYNDW,"MYnd Analytics, Inc.","MYnd Analytics, Inc. - Warrant"
MYOK,"MyoKardia, Inc.","MyoKardia, Inc. - Common Stock"
MYOS,MYOS RENS Technology Inc.,MYOS RENS Technology Inc. - Common Stock
MYRG,"MYR Group, Inc.","MYR Group, Inc. - Common Stock"
MYSZ,"My Size, Inc.","My Size, Inc. - Common Stock"
MZOR,Mazor Robotics Ltd.,Mazor Robotics Ltd. - American Depositary Shares
NAII,"Natural Alternatives International, Inc.","Natural Alternatives International, Inc. - Common Stock"
NAKD,Naked Brand Group Limited,Naked Brand Group Limited - Ordinary Shares
NANO,Nanometrics Incorporated,Nanometrics Incorporated - Common Stock
NAOV,"NanoVibronix, Inc.","NanoVibronix, Inc. - Common Stock"
NATH,"Nathan's Famous, Inc.","Nathan's Famous, Inc. - Common Stock"
NATI,National Instruments Corporation,National Instruments Corporation - Common Stock
NATR,"Nature's Sunshine Products, Inc.","Nature's Sunshine Products, Inc. - Common Stock"
NAUH,"National American University Holdings, Inc.","National American University Holdings, Inc. - Common Stock"
NAVG,"The Navigators Group, Inc.","The Navigators Group, Inc. - Common Stock"
NAVI,Navient Corporation,Navient Corporation - Common Stock
NBEV,New Age Beverages Corporation,New Age Beverages Corporation - Common Stock
NBIX,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. - Common Stock"
NBN,Northeast Bancorp,Northeast Bancorp - Common Stock
NBRV,Nabriva Therapeutics plc,Nabriva Therapeutics plc - Ordinary Shares
NBTB,NBT Bancorp Inc.,NBT Bancorp Inc. - Common Stock
NCBS,Nicolet Bankshares Inc.,Nicolet Bankshares Inc. - Common Stock
NCMI,"National CineMedia, Inc.","National CineMedia, Inc. - Common Stock"
NCNA,NuCana plc,NuCana plc - American Depositary Share
NCOM,National Commerce Corporation,National Commerce Corporation - Common Stock
NCSM,"NCS Multistage Holdings, Inc.","NCS Multistage Holdings, Inc. - Common Stock"
NCTY,The9 Limited,The9 Limited - American Depository Shares representing three ordinary shares
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc. - Common Stock"
NDLS,Noodles & Company,Noodles & Company - Common Stock
NDRA,ENDRA Life Sciences Inc.,ENDRA Life Sciences Inc. - Common Stock
NDRAW,ENDRA Life Sciences Inc.,ENDRA Life Sciences Inc. - Warrants
NDSN,Nordson Corporation,Nordson Corporation - Common Stock
NEBU,Nebula Acquisition Corporation,Nebula Acquisition Corporation - Class A Common Stock
NEBUU,Nebula Acquisition Corporation,Nebula Acquisition Corporation - Unit
NEBUW,Nebula Acquisition Corporation,Nebula Acquisition Corporation - Warrant
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc. - Common Stock"
NEOG,Neogen Corporation,Neogen Corporation - Common Stock
NEON,Neonode Inc.,Neonode Inc. - Common Stock
NEOS,"Neos Therapeutics, Inc.","Neos Therapeutics, Inc. - Common Stock"
NEPT,Neptune Technologies & Bioresources Inc,Neptune Technologies & Bioresources Inc - Ordinary Shares
NERV,"Minerva Neurosciences, Inc","Minerva Neurosciences, Inc - Common Stock"
NESR,National Energy Services Reunited Corp.,National Energy Services Reunited Corp. - Ordinary Shares
NESRW,National Energy Services Reunited Corp.,National Energy Services Reunited Corp. - Warrant
NETE,"Net Element, Inc.","Net Element, Inc. - Common Stock"
NEWA,"Newater Technology, Inc.","Newater Technology, Inc. - Ordinary Shares"
NEWT,Newtek Business Services Corp.,Newtek Business Services Corp. - Common Stock
NEWTI,Newtek Business Services Corp.,Newtek Business Services Corp. - 6.25% Notes Due 2023
NEWTZ,Newtek Business Services Corp.,Newtek Business Services Corp. - Notes due 2022
NEXT,NextDecade Corporation,NextDecade Corporation - Common Stock
NFBK,"Northfield Bancorp, Inc.","Northfield Bancorp, Inc. - Common Stock"
NFEC,NF Energy Saving Corporation,NF Energy Saving Corporation - Common Stock
NFLX,"Netflix, Inc.","Netflix, Inc. - Common Stock"
NFTY,First Trust India Nifty 50 Equal Weight ETF,First Trust India Nifty 50 Equal Weight ETF
NGHC,National General Holdings Corp,National General Holdings Corp - Common Stock
NGHCN,National General Holdings Corp,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C"
NGHCO,National General Holdings Corp,National General Holdings Corp - Depositary Shares
NGHCP,National General Holdings Corp,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A"
NGHCZ,National General Holdings Corp,National General Holdings Corp - 7.625% Subordinated Notes due 2055
NH,"NantHealth, Inc.","NantHealth, Inc. - Common Stock"
NHLD,National Holdings Corporation,National Holdings Corporation - Common Stock
NHLDW,National Holdings Corporation,National Holdings Corporation - Warrants
