symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
MCA,MURRAY COD AUSTRALIA LIMITED,"Food, Beverage & Tobacco",2011-03-30,107135474,30574812,3.5714285714285543,False
MRG,MURRAY RIVER ORGANICS GROUP LIMITED,"Food, Beverage & Tobacco",2016-12-16,10808210,639669993,0.0,False
MGV,MUSGRAVE MINERALS LIMITED,Materials,2011-04-29,118241590,30892439,0.0,False
MPX,MUSTERA PROPERTY GROUP LIMITED,Real Estate Management & Development,2014-11-28,39664661,80536727,0.0,False
MFB,MY FOOD BAG GROUP LIMITED,Consumer Staples Distribution & Retail,2021-03-05,53336255,644579736,-4.347826086956525,False
MBX,MY FOODIE BOX LIMITED,Consumer Staples Distribution & Retail,2022-01-07,1165943,694141825,0.0,False
MRI,MY REWARDS INTERNATIONAL LIMITED,Commercial & Professional Services,2022-02-11,4560137,689643348,9.523809523809517,False
MYR,MYER HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,2009-11-02,718618963,21164388,-13.432835820895514,False
MYS,MYSTATE LIMITED,Banks,2009-09-10,383580523,20041842,0.2824858757062212,False
N1H,N1 HOLDINGS LIMITED,Financial Services,2016-03-18,15850003,337658161,0.0,False
NAG,NAGAMBIE RESOURCES LIMITED,Materials,2006-06-23,24641915,4802241,2.173913043478263,False
NAM,NAMOI COTTON LIMITED,Commercial & Professional Services,1998-04-06,86826821,209152,-5.747126436781601,False
NC6,NANOLLOSE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2017-10-18,6551000,431186225,-12.00000000000001,False
NAN,NANOSONICS LIMITED,Health Care Equipment & Services,2007-05-17,1459503864,7315167,-1.6161616161616175,False
NVU,NANOVEU LIMITED,Technology Hardware & Equipment,2018-11-30,7463946,493258728,14.999999999999996,False
NCC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,Not Applic,2013-02-26,53620318,52853260,-5.128205128205132,False
NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,Not Applic,2014-11-12,34375413,80388314,4.374999999999989,False
NSC,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,Not Applic,2004-03-25,93609337,83031,0.0,False
NYM,NARRYER METALS LIMITED,Materials,2022-04-14,4279500,713392334,0.0,False
NAB,NATIONAL AUSTRALIA BANK LIMITED,Banks,1962-01-31,86030794877,208940,-1.2495537308104299,False
NSR,NATIONAL STORAGE REIT,Equity Real Estate Investment Trusts (REITs),2013-12-19,3302453086,70414175,1.7692797205181778e-14,False
NTD,NATIONAL TYRE & WHEEL LIMITED,Consumer Discretionary Distribution & Retail,2017-12-15,72622376,442155986,-0.9345794392523372,False
NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,Materials,2020-11-16,6006937,621922965,-19.64285714285715,False
NML,NAVARRE MINERALS LIMITED,Materials,2011-03-31,42080616,28877579,-6.896551724137937,False
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,Financial Services,2006-04-28,238048931,4574062,0.4926108374384351,False
NBI,NB GLOBAL CORPORATE INCOME TRUST,Not Applic,2018-09-26,591256629,486196136,-0.36231884057970243,False
NES,NELSON RESOURCES LIMITED.,Materials,2017-12-07,3531566,442141046,50.0,False
NMT,NEOMETALS LTD,Materials,2002-07-10,312298764,240272,3.478260869565221,False
NCL,NETCCENTRIC LIMITED,Media & Entertainment,2015-07-06,18395758,276540208,0.0,False
NET,NETLINKZ LIMITED,Software & Services,2011-01-13,27935338,50674086,28.571428571428584,False
NWL,NETWEALTH GROUP LIMITED,Financial Services,2017-11-20,3155950743,440540239,-1.0678871090770312,False
NEU,NEUREN PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2005-02-03,1695898639,211169,-0.228658536585361,False
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2018-07-27,10760373,473314246,-5.8823529411764754,False
NTI,NEUROTECH INTERNATIONAL LIMITED,Health Care Equipment & Services,2016-11-04,42821565,369611400,-10.714285714285712,False
NAE,NEW AGE EXPLORATION LIMITED,Energy,1994-02-18,7179495,181047,0.0,False
NCZ,NEW CENTURY RESOURCES LIMITED,Materials,2010-12-08,148482094,27174537,-7.172995780590714,False
NHC,NEW HOPE CORPORATION LIMITED,Energy,2003-09-16,4781900565,212085,6.203007518796993,False
NTL,NEW TALISMAN GOLD MINES LIMITED,Materials,1987-05-28,7052878,150087,13.333333333333346,False
NWC,NEW WORLD RESOURCES LIMITED,Materials,2005-09-21,86325174,3105252,23.684210526315795,False
NZS,NEW ZEALAND COASTAL SEAFOODS LIMITED,"Food, Beverage & Tobacco",2007-06-19,4962030,7466452,0.0,False
NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,"Food, Beverage & Tobacco",2016-10-19,100169121,367462440,-5.128205128205132,False
NZO,NEW ZEALAND OIL & GAS LIMITED,Energy,2020-09-25,85101318,617023606,1.3333333333333346,False
NCM,NEWCREST MINING LIMITED,Materials,1987-06-04,23710095048,210100,2.169701666020931,False
NWF,NEWFIELD RESOURCES LIMITED,Materials,2012-06-08,272949161,45639855,-2.777777777777765,False
NPR,NEWMARK PROPERTY REIT,Equity Real Estate Investment Trusts (REITs),2021-12-06,248858167,690489356,0.7575757575757582,False
NPM,NEWPEAK METALS LIMITED,Materials,2011-04-11,9145132,30738601,0.0,False
NWS,NEWS CORPORATION..,Media & Entertainment,2013-06-19,14173877243,58878598,2.7766266058847977,False
NWSLV,NEWS CORPORATION..,Media & Entertainment,2013-06-19,14173877243,58878599,2.553191489361708,False
NME,NEX METALS EXPLORATION LIMITED,Materials,2007-12-06,4739923,9071870,0.0,False
NXG,NEXGEN ENERGY (CANADA) LTD,Energy,2021-07-02,2665014555,665729820,-0.1824817518248298,False
NNG,NEXION GROUP LTD,Software & Services,2021-02-18,2741541,633388646,-33.33333333333333,False
NXS,NEXT SCIENCE LIMITED,Health Care Equipment & Services,2019-04-18,139613587,525947452,-2.2556390977443628,False
NXT,NEXTDC LIMITED,Software & Services,2010-12-13,4628745120,27447921,0.19841269841269418,False
NXD,NEXTED GROUP LIMITED,Consumer Services,2009-08-24,316999437,19876426,8.029197080291961,False
NXM,NEXUS MINERALS LIMITED,Materials,2007-02-23,50445263,6652213,0.0,False
NGE,NGE CAPITAL LIMITED,Not Applic,2007-12-28,27000000,8011691,0.0,False
NHF,NIB HOLDINGS LIMITED,Insurance,2007-11-05,3378734149,9141105,1.3177159590043903,False
NCK,NICK SCALI LIMITED,Consumer Discretionary Distribution & Retail,2004-05-26,716040000,210076,0.3314917127071752,False
NIC,NICKEL INDUSTRIES LIMITED,Materials,2018-08-20,2615982541,485075682,1.1363636363636374,False
NIS,NICKELSEARCH LIMITED,Materials,2021-10-18,8341121,678199690,13.924050632911388,False
NKL,NICKELX LIMITED,Materials,2021-05-07,5186117,650806809,-1.6393442622950836,False
NC1,NICO RESOURCES LIMITED,Materials,2022-01-19,45500001,690506090,8.51063829787235,False
NGL,NIGHTINGALE INTELLIGENT SYSTEMS INC,Capital Goods,2022-11-18,11057497,749832745,3.6144578313253044,True
NIM,NIMY RESOURCES LIMITED,Materials,2021-11-22,24748238,686327797,5.263157894736847,False
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Media & Entertainment,2013-12-06,3274355046,69996533,3.166226912928763,False
NTO,NITRO SOFTWARE LIMITED,Software & Services,2019-12-11,562069545,566131384,0.9174311926605512,False
NHE,NOBLE HELIUM LIMITED,Energy,2022-04-08,40288834,710465942,23.52941176470587,False
NOL,NOBLEOAK LIFE LIMITED,Insurance,2021-07-22,155157226,667331428,-7.631578947368411,False
NNL,NORDIC NICKEL LIMITED,Materials,2022-06-01,36872002,724032622,23.076923076923077,False
NFL,NORFOLK METALS LIMITED,Materials,2022-03-22,4455000,705270363,0.0,False
NRX,NORONEX LIMITED,Materials,2017-11-15,4295755,425800872,-5.555555555555542,False
NSM,NORTH STAWELL MINERALS LTD,Materials,2020-09-24,18019050,612482676,-1.612903225806453,False
NTU,NORTHERN MINERALS LIMITED,Materials,2006-11-15,203279972,5909240,2.6315789473684235,False
NST,NORTHERN STAR RESOURCES LTD,Materials,2003-12-17,13603854792,217509,0.8591065292096189,False
NWE,NORWEST ENERGY NL,Energy,1997-09-19,396142192,219088,1.6393442622950836,False
NWM,NORWEST MINERALS LIMITED,Materials,2018-11-29,6431651,503920590,-6.451612903225802,False
NOR,NORWOOD SYSTEMS LIMITED,Software & Services,1995-06-27,8910200,29042928,-16.0,False
NOU,NOUMI LIMITED,"Food, Beverage & Tobacco",1985-11-07,27710932,789091697,1.0989010989010999,False
EYE,NOVA EYE MEDICAL LIMITED,Health Care Equipment & Services,1987-10-12,49231957,98048,7.692307692307699,False
NVA,NOVA MINERALS LIMITED,Materials,1987-06-11,95954848,238369,0.0,False
NOV,NOVATTI GROUP LIMITED,Software & Services,2016-01-18,47380416,536661134,-15.624999999999996,False
NVX,NOVONIX LIMITED,Technology Hardware & Equipment,2015-12-02,538005638,318737831,-2.5210084033613467,False
NOX,NOXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2016-08-09,27762605,354040853,-1.010101010101011,False
NWH,NRW HOLDINGS LIMITED,Capital Goods,2007-09-05,992717701,8390020,7.547169811320761,False
NSX,NSX LIMITED,Financial Services,2005-01-13,17613825,217593,-8.510638297872333,False
NTM,NT MINERALS LIMITED,Materials,1993-12-30,SUSPENDED,62286,0.0,False
NUC,NUCHEV LIMITED,"Food, Beverage & Tobacco",2019-12-09,9058130,565845511,-2.777777777777765,False
NCR,NUCOAL RESOURCES LIMITED,Materials,1996-05-31,SUSPENDED,262443,0.0,False
NGY,NUENERGY GAS LIMITED,Energy,1987-01-15,62200131,26323613,5.000000000000004,False
NUF,NUFARM LIMITED,Materials,1988-11-10,2100216646,218373,3.896103896103912,False
NUH,NUHEARA LIMITED,Technology Hardware & Equipment,2010-03-05,28296536,22616901,12.903225806451625,False
NXL,NUIX LIMITED,Software & Services,2020-12-04,350836570,629917228,2.7906976744186074,False
NGS,NUTRITIONAL GROWTH SOLUTIONS LTD,Household & Personal Products,2020-10-30,4152609,619255616,12.499999999999996,False
NYR,NYRADA INC.,"Pharmaceuticals, Biotechnology & Life Sciences",2020-01-16,17160957,570849256,0.0,False
NZM,NZME LIMITED,Media & Entertainment,2016-06-27,175637501,352967031,4.945054945054949,False
OKJ,OAKAJEE CORPORATION LIMITED,Materials,2008-06-11,2011813,11129311,0.0,False
OAK,OAKRIDGE INTERNATIONAL LIMITED,Software & Services,2007-06-22,1461633,7486254,0.0,False
OAR,OAR RESOURCES LIMITED,Materials,1998-12-17,7263114,139499,-14.285714285714286,False
OCL,OBJECTIVE CORPORATION LIMITED,Software & Services,2000-08-17,1204876043,220467,4.571428571428576,False
OCN,OCEANA LITHIUM LIMITED,Materials,2022-07-01,20608000,719663393,6.250000000000005,False
OCA,OCEANIA HEALTHCARE LIMITED,Health Care Equipment & Services,2017-05-05,492129424,406220433,0.7407407407407414,False
OXX,OCTANEX LIMITED,Energy,2009-11-06,SUSPENDED,21539580,0.0,False
OCT,OCTAVA MINERALS LIMITED,Materials,2022-09-16,3922383,737412905,-9.47368421052631,False
OD6,OD6 METALS LIMITED,Materials,2022-06-22,17928880,725679330,-17.5,False
ODM,ODIN METALS LIMITED,Materials,2010-08-05,16480686,24271815,1.927470528863119e-14,False
ODY,ODYSSEY GOLD LTD,Materials,2005-11-30,22966134,3587557,-14.285714285714297,False
OFX,OFX GROUP LIMITED,Financial Services,2013-10-11,374080134,68337442,-11.864406779661016,False
OKR,OKAPI RESOURCES LIMITED,Materials,2017-09-28,22295585,417780517,3.448275862068969,False
OLH,OLDFIELDS HOLDINGS LIMITED,Capital Goods,1960-06-15,14981696,221532,0.0,False
OLI,OLIVER'S REAL FOOD LIMITED,Consumer Services,2017-06-21,13221958,411920751,45.83333333333334,False
OLY,OLYMPIO METALS LIMITED,Commercial & Professional Services,2017-09-12,6531041,421653227,0.0,False
OMH,OM HOLDINGS LIMITED,Materials,1998-03-12,528115686,221785,0.6944444444444451,False
OMA,OMEGA OIL & GAS LIMITED,Energy,2022-10-25,26982281,753054106,12.121212121212116,True
OBL,OMNI BRIDGEWAY LIMITED,Financial Services,2000-01-28,674822990,165855,5.957446808510643,False
OM1,OMNIA METALS GROUP LTD,Materials,2022-03-02,8843050,704634910,6.122448979591843,False
OSL,ONCOSIL MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2005-08-15,11930907,2754751,-15.384615384615387,False
1CG,ONE CLICK GROUP LIMITED,Capital Goods,2017-04-28,6859033,403789822,-9.090909090909085,False
ONE,ONEVIEW HEALTHCARE PLC,Health Care Equipment & Services,2016-03-17,33074965,337569597,-13.749999999999995,False
OML,OOH!MEDIA LIMITED,Media & Entertainment,2014-12-17,906580849,82191933,0.6349206349206356,False
OOK,OOKAMI LIMITED,Materials,2000-02-21,SUSPENDED,37544,0.0,False
OLL,OPENLEARNING LIMITED,Software & Services,2019-12-12,4285905,566256296,6.666666666666673,False
OPN,OPENN NEGOTIATION LIMITED,Commercial & Professional Services,2021-07-21,17201026,660547863,24.999999999999993,False
OPY,OPENPAY GROUP LTD,Financial Services,2019-12-16,SUSPENDED,566632161,0.0,False
OPH,OPHIR HIGH CONVICTION FUND,Not Applic,2018-12-19,490178878,507051690,-3.913043478260864,False
OPT,OPTHEA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1991-04-18,357376967,75923,-4.430379746835447,False
OPA,OPTIMA TECHNOLOGY GROUP LTD,Software & Services,2011-01-27,5963419,28229548,7.6923076923077,False
OIL,OPTISCAN IMAGING LIMITED,Health Care Equipment & Services,1997-08-08,54479887,221285,4.705882352941164,False
OPL,OPYL LIMITED,Software & Services,1996-03-07,2049597,203972,0.0,False
OBM,ORA BANDA MINING LTD,Materials,2002-10-29,178224029,205340,-14.285714285714297,False
OAU,ORA GOLD LIMITED,Materials,2001-03-22,9842313,268373,25.0,False
OMX,ORANGE MINERALS NL,Materials,2021-12-08,4578788,687531774,5.999999999999992,False
OEC,ORBITAL CORPORATION LIMITED,Capital Goods,1989-01-24,19305550,27277396,-3.225806451612906,False
ODA,ORCODA LIMITED,Software & Services,1986-09-15,25073560,255621,18.518518518518515,False
ORR,ORECORP LIMITED,Materials,2011-08-04,131669194,54591115,-1.492537313432837,False
OXT,OREXPLORE TECHNOLOGIES LIMITED,Class Pend,2022-01-21,7256494,694541638,1.4285714285714297,False
ORI,ORICA LIMITED,Materials,1961-11-28,6862059359,222980,0.19933554817275323,False
ORG,ORIGIN ENERGY LIMITED,Utilities,1961-07-13,14074848472,222939,4.47570332480818,False
OEQ,ORION EQUITIES LIMITED,Financial Services,1970-11-19,1721415,84538,0.0,False
ORM,ORION METALS LIMITED,Materials,2007-01-03,SUSPENDED,5366751,0.0,False
ORN,ORION MINERALS LTD,Materials,2003-10-31,58467129,136637,0.0,False
ORA,ORORA LIMITED,Materials,2013-12-18,2772753871,605126949,0.30395136778116205,False
OCC,ORTHOCELL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2014-08-12,71979121,77414939,-4.0000000000000036,False
OSM,OSMOND RESOURCES LIMITED,Materials,2022-04-22,8922002,709655974,-10.000000000000009,False
OSX,OSTEOPORE LIMITED,Health Care Equipment & Services,2019-09-23,10410532,553209696,-2.325581395348823,False
OEL,OTTO ENERGY LIMITED,Energy,2004-12-22,62335127,220825,-7.142857142857137,False
OVN,OVENTUS MEDICAL LIMITED,Health Care Equipment & Services,2016-07-19,SUSPENDED,353789288,0.0,False
OZL,OZ MINERALS LIMITED,Materials,1970-01-01,9394447048,224015,0.0357142857142913,False
OZM,OZAURUM RESOURCES LIMITED,Materials,2021-02-08,5334000,634545910,0.0,False
OZZ,OZZ RESOURCES LIMITED,Materials,2021-07-05,6014458,659635083,-7.142857142857149,False
PGO,PACGOLD LIMITED,Materials,2021-07-08,24734709,664242915,-2.666666666666669,False
PAC,PACIFIC CURRENT GROUP LIMITED,Financial Services,1987-09-25,345501153,271859,2.083333333333342,False
PEB,PACIFIC EDGE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2021-09-27,307938783,678185131,-3.797468354430383,False
PNM,PACIFIC NICKEL MINES LIMITED,Materials,2002-11-26,28120314,586041963,4.1666666666666705,False
PSQ,PACIFIC SMILES GROUP LIMITED,Health Care Equipment & Services,2014-11-21,188306687,80738925,9.909909909909898,False
PGH,PACT GROUP HOLDINGS LTD,Materials,2013-12-17,378719058,70353591,-3.797468354430374,False
PCK,PAINCHEK LTD,Health Care Equipment & Services,2012-05-01,38939686,43092786,-3.5714285714285747,False
PDN,PALADIN ENERGY LTD,Energy,1994-03-29,1653954226,226966,5.2173913043478315,False
PAM,PAN ASIA METALS LIMITED,Materials,2020-10-08,48858261,609761665,-4.166666666666655,False
PCL,PANCONTINENTAL ENERGY NL,Energy,1986-09-11,83096451,226315,11.111111111111121,False
PAN,PANORAMIC RESOURCES LIMITED,Materials,2001-09-14,297382531,256318,7.407407407407393,False
PFE,PANTERA MINERALS LIMITED,Materials,2021-08-05,7300604,664216814,-3.1914893617021303,False
PNT,PANTHER METALS LTD,Materials,2021-12-10,6828125,689315139,-20.0,False
PNR,PANTORO LIMITED,Materials,1987-05-21,118647332,22065685,-16.417910447761198,False
PPY,PAPYRUS AUSTRALIA LIMITED,Materials,2005-04-15,15202620,1598575,0.0,False
PBL,PARABELLUM RESOURCES LIMITED,Materials,2021-11-29,SUSPENDED,684951205,0.0,False
PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",2015-08-19,382431653,82356078,2.651515151515145,False
PGC,PARAGON CARE LIMITED,Health Care Equipment & Services,1999-10-15,151304564,82836,0.0,False
PKD,PARKD LTD,Commercial & Professional Services,2017-12-06,2240003,434716221,0.0,False
PWN,PARKWAY CORPORATE LIMITED,Materials,2011-05-13,22132804,30599817,0.0,False
PGG,PARTNERS GROUP GLOBAL INCOME FUND,Not Applic,2019-09-26,408569931,554375292,0.6849315068493157,False
PSL,PATERSON RESOURCES LTD,Materials,2006-10-18,11521535,5336533,0.0,False
PMT,PATRIOT BATTERY METALS INC.,Materials,2022-12-07,386113498,769234476,33.93665158371041,True
PAT,PATRIOT LITHIUM LIMITED,Materials,2022-12-09,21272125,766257554,6.000000000000005,True
PAB,PATRYS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2007-07-13,45259905,7892774,-16.0,False
PYR,PAYRIGHT LIMITED,Financial Services,2020-12-23,8433648,629012910,-34.78260869565218,False
PUA,PEAK MINERALS LIMITED,Materials,2003-07-17,4165506,405404754,-20.0,False
PEK,PEAK RARE EARTHS LIMITED,Materials,2006-11-29,101031529,695511188,-4.522613065326626,False
PKO,PEAKO LIMITED,Materials,2009-12-02,3412938,57219595,-9.999999999999993,False
PKON,PEAKO LIMITED,Materials,2009-12-02,3412938,790017634,0.0,False
PLG,PEARL GULL IRON LIMITED,Materials,2021-09-20,6954421,673247542,3.030303030303033,False
PEX,PEEL MINING LIMITED,Materials,2007-05-17,72595984,7128282,-3.8461538461538494,False
PPC,PEET LIMITED,Real Estate Management & Development,2004-08-05,523323514,232688,-4.385964912280687,False
PCG,PENGANA CAPITAL GROUP LIMITED,Financial Services,2001-02-28,131319391,146297,1.7391304347826104,False
PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,Not Applic,2004-03-19,223395739,146343,4.19161676646707,False
PE1,PENGANA PRIVATE EQUITY TRUST,Not Applic,2019-04-30,438155116,519810560,1.9480519480519498,False
PEN,PENINSULA ENERGY LIMITED,Energy,1994-05-26,157131251,227465,8.000000000000007,False
PTL,PENTAL LIMITED,Household & Personal Products,2000-08-29,57956230,264142,5.8823529411764595,False
5GG,PENTANET LIMITED,Telecommunication Services,2021-01-29,32539178,635494498,-4.347826086956525,False
PPE,PEOPLEIN LIMITED,Commercial & Professional Services,2017-11-22,279467369,437474597,10.769230769230761,False
PPM,PEPPER MONEY LIMITED,Financial Services,2021-05-25,567254424,658540994,-1.5384615384615399,False
PIL,PEPPERMINT INNOVATION LIMITED,Software & Services,2008-05-29,10189284,11193898,0.0,False
PGD,PEREGRINE GOLD LTD,Materials,2021-03-31,18737663,641363483,5.479452054794526,False
PRN,PERENTI LIMITED,Materials,1994-01-06,792355818,49074,7.870370370370367,False
PCI,PERPETUAL CREDIT INCOME TRUST,Not Applic,2019-05-14,386934006,523381056,1.1686558153949017e-14,False
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,Not Applic,2014-12-18,437855523,80536809,-3.781512605042011,False
PPT,PERPETUAL LIMITED,Financial Services,1964-06-24,2377915354,232984,3.053435114503819,False
PEC,PERPETUAL RESOURCES LIMITED,Materials,2013-02-28,12000647,51235738,4.761904761904749,False
PRU,PERSEUS MINING LIMITED,Materials,2004-09-22,3186189053,234152,-0.43478260869564295,False
PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,2021-04-27,440116700,653032762,-2.985074626865674,False
PTR,PETRATHERM LTD,Materials,2004-07-27,12586064,235490,3.5087719298245643,False
PXA,PEXA GROUP LIMITED,Real Estate Management & Development,2021-07-01,2209479318,664248521,4.051863857374392,False
PAA,PHARMAUST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2001-10-05,26620640,224934,17.073170731707314,False
PXS,PHARMAXIS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2003-11-10,33820462,236716,0.0,False
PHO,PHOSCO LTD,Materials,2009-12-17,22227482,21561804,-10.112359550561791,False
